tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,data,control,value,channel,program,note,velocity
11496,note_on,,,,,0,0,3,,,,,,,1,,64,37
11496,note_on,,,,,0,0,3,,,,,,,1,,61,30
11496,note_on,,,,,0,0,3,,,,,,,1,,55,44
11504,note_on,,,,,0,0,3,,,,,,,1,,64,0
11504,note_on,,,,,0,0,3,,,,,,,1,,61,0
11504,note_on,,,,,0,0,3,,,,,,,1,,58,0
11504,note_on,,,,,8,0,3,,,,,,,1,,55,0
11508,note_on,,,,,0,0,3,,,,,,,1,,55,47
11508,note_on,,,,,0,0,3,,,,,,,1,,58,32
11508,note_on,,,,,4,0,3,,,,,,,1,,61,42
11508,note_on,,,,,36,0,2,,,,,,,0,,76,79
11508,note_on,,,,,0,0,2,,,,,,,0,,64,65
11510,note_on,,,,,0,0,2,,,,,,,0,,85,0
11510,note_on,,,,,2,0,2,,,,,,,0,,73,0
11514,note_on,,,,,6,0,3,,,,,,,1,,55,0
11514,note_on,,,,,0,0,3,,,,,,,1,,58,0
11514,note_on,,,,,0,0,3,,,,,,,1,,61,0
11517,note_on,,,,,7,0,2,,,,,,,0,,65,70
11518,note_on,,,,,0,0,2,,,,,,,0,,76,0
11518,note_on,,,,,1,0,2,,,,,,,0,,64,0
11520,note_on,,,,,6,0,3,,,,,,,1,,53,35
11520,note_on,,,,,0,0,3,,,,,,,1,,41,60
11520,control_change,,,,,44,0,5,,,,,64,127,1,,,
11520,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
11520,control_change,,,,,44,0,4,,,,,64,127,0,,,
11520,note_on,,,,,2,0,2,,,,,,,0,,77,85
11522,control_change,,,,,2,0,5,,,,,64,0,1,,,
11522,note_on,,,,,2,0,2,,,,,,,0,,65,0
11522,control_change,,,,,2,0,4,,,,,64,0,0,,,
11524,control_change,,,,,2,0,5,,,,,64,127,1,,,
11524,control_change,,,,,2,0,4,,,,,64,127,0,,,
11532,note_on,,,,,0,0,3,,,,,,,1,,56,40
11532,note_on,,,,,0,0,3,,,,,,,1,,65,33
11532,note_on,,,,,0,0,3,,,,,,,1,,60,25
11532,note_on,,,,,0,0,3,,,,,,,1,,53,0
11532,note_on,,,,,12,0,3,,,,,,,1,,41,0
11538,note_on,,,,,0,0,3,,,,,,,1,,65,0
11538,note_on,,,,,6,0,3,,,,,,,1,,56,0
11538,note_on,,,,,0,0,3,,,,,,,1,,60,0
11544,note_on,,,,,0,0,3,,,,,,,1,,56,44
11544,note_on,,,,,0,0,3,,,,,,,1,,60,28
11544,note_on,,,,,6,0,3,,,,,,,1,,65,37
11544,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
11552,note_on,,,,,0,0,3,,,,,,,1,,65,0
11552,note_on,,,,,0,0,3,,,,,,,1,,60,0
11552,note_on,,,,,8,0,3,,,,,,,1,,56,0
11556,note_on,,,,,0,0,3,,,,,,,1,,60,25
11556,note_on,,,,,4,0,3,,,,,,,1,,65,32
11556,note_on,,,,,0,0,3,,,,,,,1,,56,37
11562,note_on,,,,,0,0,3,,,,,,,1,,65,0
11562,note_on,,,,,6,0,3,,,,,,,1,,56,0
11562,note_on,,,,,0,0,3,,,,,,,1,,60,0
11568,note_on,,,,,6,0,3,,,,,,,1,,53,58
11568,note_on,,,,,46,0,2,,,,,,,0,,65,78
11570,note_on,,,,,2,0,2,,,,,,,0,,77,0
11580,note_on,,,,,12,0,3,,,,,,,1,,60,35
11580,note_on,,,,,0,0,3,,,,,,,1,,56,38
11586,note_on,,,,,6,0,3,,,,,,,1,,56,0
11586,note_on,,,,,0,0,3,,,,,,,1,,60,0
11592,note_on,,,,,0,0,3,,,,,,,1,,56,33
11592,note_on,,,,,0,0,3,,,,,,,1,,60,35
11592,note_on,,,,,6,0,3,,,,,,,1,,53,0
11592,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
11600,note_on,,,,,8,0,3,,,,,,,1,,56,0
11600,note_on,,,,,0,0,3,,,,,,,1,,60,0
11604,note_on,,,,,4,0,3,,,,,,,1,,60,30
11604,note_on,,,,,0,0,3,,,,,,,1,,56,35
11610,note_on,,,,,0,0,3,,,,,,,1,,60,0
11610,note_on,,,,,6,0,3,,,,,,,1,,56,0
11614,note_on,,,,,44,0,2,,,,,,,0,,68,60
11616,note_on,,,,,2,0,2,,,,,,,0,,72,66
11616,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
11616,note_on,,,,,6,0,3,,,,,,,1,,53,65
11617,note_on,,,,,1,0,2,,,,,,,0,,80,82
11618,note_on,,,,,1,0,2,,,,,,,0,,65,0
11618,control_change,,,,,94,0,5,,,,,64,0,1,,,
11618,control_change,,,,,94,0,4,,,,,64,0,0,,,
11620,control_change,,,,,2,0,4,,,,,64,127,0,,,
11620,control_change,,,,,2,0,5,,,,,64,127,1,,,
11628,note_on,,,,,12,0,3,,,,,,,1,,65,48
11628,note_on,,,,,0,0,3,,,,,,,1,,60,40
11628,note_on,,,,,0,0,3,,,,,,,1,,56,55
11634,note_on,,,,,0,0,3,,,,,,,1,,60,0
11634,note_on,,,,,0,0,3,,,,,,,1,,65,0
11634,note_on,,,,,6,0,3,,,,,,,1,,56,0
11640,note_on,,,,,0,0,3,,,,,,,1,,65,50
11640,note_on,,,,,0,0,3,,,,,,,1,,60,38
11640,note_on,,,,,0,0,3,,,,,,,1,,56,57
11640,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
11640,note_on,,,,,6,0,3,,,,,,,1,,53,0
11648,note_on,,,,,8,0,3,,,,,,,1,,56,0
11648,note_on,,,,,0,0,3,,,,,,,1,,60,0
11648,note_on,,,,,0,0,3,,,,,,,1,,65,0
11652,note_on,,,,,4,0,3,,,,,,,1,,65,47
11652,note_on,,,,,0,0,3,,,,,,,1,,60,40
11652,note_on,,,,,0,0,3,,,,,,,1,,56,52
11658,note_on,,,,,0,0,3,,,,,,,1,,65,0
11658,note_on,,,,,0,0,3,,,,,,,1,,60,0
11658,note_on,,,,,6,0,3,,,,,,,1,,56,0
11664,note_on,,,,,6,0,3,,,,,,,1,,53,70
11674,note_on,,,,,0,0,2,,,,,,,0,,80,0
11674,note_on,,,,,0,0,2,,,,,,,0,,72,0
11674,note_on,,,,,56,0,2,,,,,,,0,,68,0
11676,note_on,,,,,2,0,2,,,,,,,0,,79,90
11676,note_on,,,,,12,0,3,,,,,,,1,,65,45
11676,note_on,,,,,0,0,3,,,,,,,1,,60,35
11676,note_on,,,,,0,0,3,,,,,,,1,,56,52
11682,note_on,,,,,6,0,2,,,,,,,0,,80,87
11682,note_on,,,,,0,0,3,,,,,,,1,,65,0
11682,note_on,,,,,0,0,3,,,,,,,1,,60,0
11682,note_on,,,,,6,0,3,,,,,,,1,,56,0
11684,note_on,,,,,2,0,2,,,,,,,0,,79,0
11688,set_tempo,,,,,48,1,0,,1333333,,,,,,,,
11688,note_on,,,,,6,0,3,,,,,,,1,,53,0
11688,note_on,,,,,0,0,3,,,,,,,1,,65,47
11688,note_on,,,,,0,0,3,,,,,,,1,,60,38
11688,note_on,,,,,0,0,3,,,,,,,1,,56,54
11688,note_on,,,,,4,0,2,,,,,,,0,,82,82
11690,note_on,,,,,2,0,2,,,,,,,0,,80,0
11694,note_on,,,,,4,0,2,,,,,,,0,,82,0
11696,note_on,,,,,8,0,3,,,,,,,1,,56,0
11696,note_on,,,,,0,0,3,,,,,,,1,,65,0
11696,note_on,,,,,0,0,3,,,,,,,1,,60,0
11700,note_on,,,,,6,0,2,,,,,,,0,,80,85
11700,note_on,,,,,0,0,3,,,,,,,1,,56,57
11700,note_on,,,,,0,0,3,,,,,,,1,,60,40
11700,note_on,,,,,4,0,3,,,,,,,1,,65,52
11706,note_on,,,,,6,0,2,,,,,,,0,,80,0
11706,note_on,,,,,0,0,3,,,,,,,1,,65,0
11706,note_on,,,,,0,0,3,,,,,,,1,,60,0
11706,note_on,,,,,6,0,3,,,,,,,1,,56,0
11710,control_change,,,,,90,0,5,,,,,64,0,1,,,
11710,control_change,,,,,90,0,4,,,,,64,0,0,,,
11710,note_on,,,,,4,0,2,,,,,,,0,,68,60
11712,note_on,,,,,0,0,3,,,,,,,1,,39,70
11712,note_on,,,,,6,0,3,,,,,,,1,,51,45
11712,control_change,,,,,2,0,4,,,,,64,127,0,,,
11712,control_change,,,,,2,0,5,,,,,64,127,1,,,
11712,note_on,,,,,2,0,2,,,,,,,0,,72,68
11712,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
11714,note_on,,,,,2,0,2,,,,,,,0,,68,0
11714,note_on,,,,,0,0,2,,,,,,,0,,78,85
11716,note_on,,,,,2,0,2,,,,,,,0,,72,0
11718,note_on,,,,,2,0,2,,,,,,,0,,78,0
11721,note_on,,,,,3,0,2,,,,,,,0,,77,88
11724,note_on,,,,,3,0,2,,,,,,,0,,77,0
11724,note_on,,,,,12,0,3,,,,,,,1,,56,50
11726,note_on,,,,,0,0,3,,,,,,,1,,51,0
11726,note_on,,,,,2,0,3,,,,,,,1,,39,0
11728,note_on,,,,,4,0,2,,,,,,,0,,78,84
11728,control_change,,,,,16,0,5,,,,,64,0,1,,,
11728,control_change,,,,,16,0,4,,,,,64,0,0,,,
11731,note_on,,,,,3,0,2,,,,,,,0,,78,0
11736,note_on,,,,,10,0,3,,,,,,,1,,60,52
11736,note_on,,,,,5,0,2,,,,,,,0,,82,80
11736,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
11738,note_on,,,,,2,0,3,,,,,,,1,,56,0
11739,note_on,,,,,3,0,2,,,,,,,0,,82,0
11744,note_on,,,,,5,0,2,,,,,,,0,,80,76
11747,note_on,,,,,3,0,2,,,,,,,0,,80,0
11748,note_on,,,,,10,0,3,,,,,,,1,,66,40
11750,note_on,,,,,2,0,3,,,,,,,1,,60,0
11752,note_on,,,,,5,0,2,,,,,,,0,,78,73
11755,note_on,,,,,3,0,2,,,,,,,0,,78,0
11760,control_change,,,,,32,0,4,,,,,64,127,0,,,
11760,control_change,,,,,32,0,5,,,,,64,127,1,,,
11760,note_on,,,,,5,0,2,,,,,,,0,,77,76
11760,set_tempo,,,,,24,1,0,,1224489,,,,,,,,
11760,note_on,,,,,0,0,3,,,,,,,1,,51,60
11760,note_on,,,,,10,0,3,,,,,,,1,,66,0
11763,note_on,,,,,3,0,2,,,,,,,0,,77,0
11768,note_on,,,,,5,0,2,,,,,,,0,,75,78
11771,note_on,,,,,3,0,2,,,,,,,0,,75,0
11772,note_on,,,,,12,0,3,,,,,,,1,,56,48
11774,note_on,,,,,2,0,3,,,,,,,1,,51,0
11776,control_change,,,,,16,0,4,,,,,64,0,0,,,
11776,control_change,,,,,16,0,5,,,,,64,0,1,,,
11776,note_on,,,,,5,0,2,,,,,,,0,,73,80
11779,note_on,,,,,3,0,2,,,,,,,0,,73,0
11784,note_on,,,,,5,0,2,,,,,,,0,,72,77
11784,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
11784,note_on,,,,,10,0,3,,,,,,,1,,60,50
11786,note_on,,,,,2,0,3,,,,,,,1,,56,0
11787,note_on,,,,,3,0,2,,,,,,,0,,72,0
11792,note_on,,,,,5,0,2,,,,,,,0,,70,74
11795,note_on,,,,,3,0,2,,,,,,,0,,70,0
11796,note_on,,,,,10,0,3,,,,,,,1,,66,45
11798,note_on,,,,,2,0,3,,,,,,,1,,60,0
11800,note_on,,,,,5,0,2,,,,,,,0,,68,68
11803,note_on,,,,,3,0,2,,,,,,,0,,68,0
11808,note_on,,,,,10,0,3,,,,,,,1,,66,0
11808,control_change,,,,,32,0,5,,,,,64,127,1,,,
11808,set_tempo,,,,,24,1,0,,1224489,,,,,,,,
11808,note_on,,,,,0,0,3,,,,,,,1,,44,40
11808,note_on,,,,,0,0,3,,,,,,,1,,32,65
11808,control_change,,,,,32,0,4,,,,,64,127,0,,,
11808,note_on,,,,,5,0,2,,,,,,,0,,67,70
11811,note_on,,,,,3,0,2,,,,,,,0,,67,0
11816,note_on,,,,,5,0,2,,,,,,,0,,68,72
11819,note_on,,,,,3,0,2,,,,,,,0,,68,0
11820,note_on,,,,,12,0,3,,,,,,,1,,51,50
11822,note_on,,,,,2,0,3,,,,,,,1,,32,0
11822,note_on,,,,,0,0,3,,,,,,,1,,44,0
11824,note_on,,,,,5,0,2,,,,,,,0,,70,74
11824,control_change,,,,,16,0,5,,,,,64,0,1,,,
11824,control_change,,,,,16,0,4,,,,,64,0,0,,,
11827,note_on,,,,,3,0,2,,,,,,,0,,70,0
11832,note_on,,,,,10,0,3,,,,,,,1,,54,52
11832,note_on,,,,,5,0,2,,,,,,,0,,72,76
11832,set_tempo,,,,,24,1,0,,1176470,,,,,,,,
11834,note_on,,,,,2,0,3,,,,,,,1,,51,0
11835,note_on,,,,,3,0,2,,,,,,,0,,72,0
11840,note_on,,,,,5,0,2,,,,,,,0,,73,76
11843,note_on,,,,,3,0,2,,,,,,,0,,73,0
11844,note_on,,,,,10,0,3,,,,,,,1,,60,48
11846,note_on,,,,,2,0,3,,,,,,,1,,54,0
11848,note_on,,,,,5,0,2,,,,,,,0,,75,73
11851,note_on,,,,,3,0,2,,,,,,,0,,75,0
11856,note_on,,,,,5,0,2,,,,,,,0,,77,70
11856,note_on,,,,,10,0,3,,,,,,,1,,60,0
11856,note_on,,,,,0,0,3,,,,,,,1,,44,60
11856,control_change,,,,,32,0,4,,,,,64,127,0,,,
11856,control_change,,,,,32,0,5,,,,,64,127,1,,,
11859,note_on,,,,,3,0,2,,,,,,,0,,77,0
11864,note_on,,,,,5,0,2,,,,,,,0,,78,67
11867,note_on,,,,,3,0,2,,,,,,,0,,78,0
11868,note_on,,,,,12,0,3,,,,,,,1,,51,48
11870,note_on,,,,,2,0,3,,,,,,,1,,44,0
11872,note_on,,,,,5,0,2,,,,,,,0,,75,69
11872,control_change,,,,,16,0,4,,,,,64,0,0,,,
11872,control_change,,,,,16,0,5,,,,,64,0,1,,,
11875,note_on,,,,,3,0,2,,,,,,,0,,75,0
11880,note_on,,,,,5,0,2,,,,,,,0,,72,71
11880,set_tempo,,,,,48,1,0,,1224489,,,,,,,,
11880,note_on,,,,,10,0,3,,,,,,,1,,54,50
11882,note_on,,,,,2,0,3,,,,,,,1,,51,0
11883,note_on,,,,,3,0,2,,,,,,,0,,72,0
11888,note_on,,,,,5,0,2,,,,,,,0,,68,73
11891,note_on,,,,,3,0,2,,,,,,,0,,68,0
11892,note_on,,,,,10,0,3,,,,,,,1,,60,45
11894,note_on,,,,,2,0,3,,,,,,,1,,54,0
11896,note_on,,,,,5,0,2,,,,,,,0,,66,75
11899,note_on,,,,,3,0,2,,,,,,,0,,66,0
11904,set_tempo,,,,,24,1,0,,1176470,,,,,,,,
11904,note_on,,,,,5,0,2,,,,,,,0,,65,78
11904,control_change,,,,,32,0,5,,,,,64,127,1,,,
11904,note_on,,,,,10,0,3,,,,,,,1,,60,0
11904,note_on,,,,,0,0,3,,,,,,,1,,49,42
11904,note_on,,,,,0,0,3,,,,,,,1,,37,60
11904,control_change,,,,,32,0,4,,,,,64,127,0,,,
11907,note_on,,,,,3,0,2,,,,,,,0,,65,0
11913,note_on,,,,,6,0,2,,,,,,,0,,61,76
11916,note_on,,,,,12,0,3,,,,,,,1,,56,50
11916,note_on,,,,,3,0,2,,,,,,,0,,61,0
11918,note_on,,,,,2,0,3,,,,,,,1,,37,0
11918,note_on,,,,,0,0,3,,,,,,,1,,49,0
11920,note_on,,,,,4,0,2,,,,,,,0,,63,74
11920,control_change,,,,,16,0,5,,,,,64,0,1,,,
11920,control_change,,,,,16,0,4,,,,,64,0,0,,,
11923,note_on,,,,,3,0,2,,,,,,,0,,63,0
11928,set_tempo,,,,,24,1,0,,1153846,,,,,,,,
11928,note_on,,,,,5,0,2,,,,,,,0,,65,72
11928,note_on,,,,,10,0,3,,,,,,,1,,61,52
11930,note_on,,,,,2,0,3,,,,,,,1,,56,0
11931,note_on,,,,,3,0,2,,,,,,,0,,65,0
11936,note_on,,,,,5,0,2,,,,,,,0,,66,70
11939,note_on,,,,,3,0,2,,,,,,,0,,66,0
11940,note_on,,,,,10,0,3,,,,,,,1,,65,40
11942,note_on,,,,,2,0,3,,,,,,,1,,61,0
11944,note_on,,,,,5,0,2,,,,,,,0,,68,68
11947,note_on,,,,,3,0,2,,,,,,,0,,68,0
11952,note_on,,,,,5,0,2,,,,,,,0,,70,71
11952,control_change,,,,,32,0,5,,,,,64,127,1,,,
11952,note_on,,,,,0,0,3,,,,,,,1,,49,60
11952,control_change,,,,,32,0,4,,,,,64,127,0,,,
11952,set_tempo,,,,,24,1,0,,1176470,,,,,,,,
11952,note_on,,,,,10,0,3,,,,,,,1,,65,0
11955,note_on,,,,,3,0,2,,,,,,,0,,70,0
11960,note_on,,,,,5,0,2,,,,,,,0,,72,74
11963,note_on,,,,,3,0,2,,,,,,,0,,72,0
11964,note_on,,,,,12,0,3,,,,,,,1,,56,48
11966,note_on,,,,,2,0,3,,,,,,,1,,49,0
11968,control_change,,,,,16,0,4,,,,,64,0,0,,,
11968,control_change,,,,,16,0,5,,,,,64,0,1,,,
11968,note_on,,,,,5,0,2,,,,,,,0,,73,76
11971,note_on,,,,,3,0,2,,,,,,,0,,73,0
11976,note_on,,,,,10,0,3,,,,,,,1,,61,50
11976,note_on,,,,,5,0,2,,,,,,,0,,75,77
11976,set_tempo,,,,,24,1,0,,1224489,,,,,,,,
11978,note_on,,,,,2,0,3,,,,,,,1,,56,0
11979,note_on,,,,,3,0,2,,,,,,,0,,75,0
11984,note_on,,,,,5,0,2,,,,,,,0,,77,78
11987,note_on,,,,,3,0,2,,,,,,,0,,77,0
11988,note_on,,,,,10,0,3,,,,,,,1,,65,45
11990,note_on,,,,,2,0,3,,,,,,,1,,61,0
11992,note_on,,,,,5,0,2,,,,,,,0,,78,79
11995,note_on,,,,,3,0,2,,,,,,,0,,78,0
12000,note_on,,,,,10,0,3,,,,,,,1,,65,0
12000,note_on,,,,,0,0,3,,,,,,,1,,53,40
12000,note_on,,,,,0,0,3,,,,,,,1,,41,65
12000,control_change,,,,,32,0,4,,,,,64,127,0,,,
12000,note_on,,,,,5,0,2,,,,,,,0,,80,80
12000,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
12000,control_change,,,,,32,0,5,,,,,64,127,1,,,
12003,note_on,,,,,3,0,2,,,,,,,0,,80,0
12008,note_on,,,,,5,0,2,,,,,,,0,,82,77
12011,note_on,,,,,3,0,2,,,,,,,0,,82,0
12012,note_on,,,,,12,0,3,,,,,,,1,,56,50
12014,note_on,,,,,2,0,3,,,,,,,1,,41,0
12014,note_on,,,,,0,0,3,,,,,,,1,,53,0
12016,note_on,,,,,5,0,2,,,,,,,0,,84,74
12016,control_change,,,,,16,0,4,,,,,64,0,0,,,
12016,control_change,,,,,16,0,5,,,,,64,0,1,,,
12019,note_on,,,,,3,0,2,,,,,,,0,,84,0
12024,note_on,,,,,10,0,3,,,,,,,1,,61,52
12024,note_on,,,,,5,0,2,,,,,,,0,,85,71
12024,set_tempo,,,,,24,1,0,,1224489,,,,,,,,
12026,note_on,,,,,2,0,3,,,,,,,1,,56,0
12027,note_on,,,,,3,0,2,,,,,,,0,,85,0
12032,note_on,,,,,5,0,2,,,,,,,0,,87,68
12035,note_on,,,,,3,0,2,,,,,,,0,,87,0
12036,note_on,,,,,10,0,3,,,,,,,1,,65,48
12038,note_on,,,,,2,0,3,,,,,,,1,,61,0
12040,note_on,,,,,5,0,2,,,,,,,0,,88,65
12043,note_on,,,,,3,0,2,,,,,,,0,,88,0
12048,note_on,,,,,0,0,3,,,,,,,1,,61,45
12048,control_change,,,,,32,0,4,,,,,64,127,0,,,
12048,note_on,,,,,10,0,3,,,,,,,1,,65,0
12048,note_on,,,,,5,0,2,,,,,,,0,,89,60
12048,control_change,,,,,32,0,5,,,,,64,127,1,,,
12048,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
12060,note_on,,,,,12,0,2,,,,,,,0,,89,0
12060,note_on,,,,,12,0,3,,,,,,,1,,56,48
12062,note_on,,,,,2,0,3,,,,,,,1,,61,0
12064,control_change,,,,,16,0,4,,,,,64,0,0,,,
12064,control_change,,,,,16,0,5,,,,,64,0,1,,,
12072,set_tempo,,,,,24,1,0,,1333333,,,,,,,,
12072,note_on,,,,,10,0,3,,,,,,,1,,53,50
12072,note_on,,,,,12,0,2,,,,,,,0,,57,80
12074,note_on,,,,,2,0,3,,,,,,,1,,56,0
12082,note_on,,,,,10,0,2,,,,,,,0,,57,0
12084,note_on,,,,,10,0,3,,,,,,,1,,49,45
12086,note_on,,,,,2,0,3,,,,,,,1,,53,0
12096,note_on,,,,,10,0,3,,,,,,,1,,49,0
12096,note_on,,,,,0,0,3,,,,,,,1,,42,70
12096,control_change,,,,,32,0,5,,,,,64,127,1,,,
12096,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
12096,control_change,,,,,32,0,4,,,,,64,127,0,,,
12096,note_on,,,,,14,0,2,,,,,,,0,,58,72
12108,note_on,,,,,12,0,3,,,,,,,1,,49,50
12110,note_on,,,,,2,0,3,,,,,,,1,,42,0
12110,note_on,,,,,14,0,2,,,,,,,0,,58,0
12112,control_change,,,,,16,0,4,,,,,64,0,0,,,
12112,control_change,,,,,16,0,5,,,,,64,0,1,,,
12120,note_on,,,,,10,0,3,,,,,,,1,,51,52
12120,note_on,,,,,10,0,2,,,,,,,0,,82,70
12120,set_tempo,,,,,24,1,0,,1250000,,,,,,,,
12122,note_on,,,,,2,0,3,,,,,,,1,,49,0
12123,note_on,,,,,3,0,2,,,,,,,0,,82,0
12129,note_on,,,,,6,0,2,,,,,,,0,,81,66
12132,note_on,,,,,3,0,2,,,,,,,0,,81,0
12132,note_on,,,,,10,0,3,,,,,,,1,,58,40
12134,note_on,,,,,2,0,3,,,,,,,1,,51,0
12136,note_on,,,,,4,0,2,,,,,,,0,,82,60
12139,note_on,,,,,3,0,2,,,,,,,0,,82,0
12144,note_on,,,,,5,0,2,,,,,,,0,,75,72
12144,set_tempo,,,,,24,1,0,,1224489,,,,,,,,
12144,control_change,,,,,32,0,4,,,,,64,127,0,,,
12144,control_change,,,,,32,0,5,,,,,64,127,1,,,
12144,note_on,,,,,10,0,3,,,,,,,1,,58,0
12144,note_on,,,,,0,0,3,,,,,,,1,,42,60
12147,note_on,,,,,3,0,2,,,,,,,0,,75,0
12152,note_on,,,,,5,0,2,,,,,,,0,,74,68
12155,note_on,,,,,3,0,2,,,,,,,0,,74,0
12156,note_on,,,,,12,0,3,,,,,,,1,,49,48
12158,note_on,,,,,2,0,3,,,,,,,1,,42,0
12160,note_on,,,,,5,0,2,,,,,,,0,,75,62
12160,control_change,,,,,16,0,4,,,,,64,0,0,,,
12160,control_change,,,,,16,0,5,,,,,64,0,1,,,
12163,note_on,,,,,3,0,2,,,,,,,0,,75,0
12168,set_tempo,,,,,24,1,0,,1304347,,,,,,,,
12168,note_on,,,,,10,0,3,,,,,,,1,,51,50
12168,note_on,,,,,5,0,2,,,,,,,0,,78,67
12170,note_on,,,,,2,0,3,,,,,,,1,,49,0
12171,note_on,,,,,3,0,2,,,,,,,0,,78,0
12176,note_on,,,,,5,0,2,,,,,,,0,,77,63
12179,note_on,,,,,3,0,2,,,,,,,0,,77,0
12180,note_on,,,,,10,0,3,,,,,,,1,,58,45
12182,note_on,,,,,2,0,3,,,,,,,1,,51,0
12184,note_on,,,,,5,0,2,,,,,,,0,,78,57
12187,note_on,,,,,3,0,2,,,,,,,0,,78,0
12192,set_tempo,,,,,24,1,0,,1224489,,,,,,,,
12192,note_on,,,,,0,0,3,,,,,,,1,,44,65
12192,note_on,,,,,10,0,3,,,,,,,1,,58,0
12192,control_change,,,,,32,0,5,,,,,64,127,1,,,
12192,note_on,,,,,5,0,2,,,,,,,0,,72,69
12192,control_change,,,,,32,0,4,,,,,64,127,0,,,
12195,note_on,,,,,3,0,2,,,,,,,0,,72,0
12200,note_on,,,,,5,0,2,,,,,,,0,,71,65
12203,note_on,,,,,3,0,2,,,,,,,0,,71,0
12204,note_on,,,,,12,0,3,,,,,,,1,,51,48
12206,note_on,,,,,2,0,3,,,,,,,1,,44,0
12208,note_on,,,,,5,0,2,,,,,,,0,,72,59
12208,control_change,,,,,16,0,4,,,,,64,0,0,,,
12208,control_change,,,,,16,0,5,,,,,64,0,1,,,
12211,note_on,,,,,3,0,2,,,,,,,0,,72,0
12216,set_tempo,,,,,24,1,0,,1276595,,,,,,,,
12216,note_on,,,,,5,0,2,,,,,,,0,,75,63
12216,note_on,,,,,10,0,3,,,,,,,1,,54,50
12218,note_on,,,,,2,0,3,,,,,,,1,,51,0
12219,note_on,,,,,3,0,2,,,,,,,0,,75,0
12224,note_on,,,,,5,0,2,,,,,,,0,,74,69
12227,note_on,,,,,3,0,2,,,,,,,0,,74,0
12228,note_on,,,,,10,0,3,,,,,,,1,,60,40
12230,note_on,,,,,2,0,3,,,,,,,1,,54,0
12232,note_on,,,,,5,0,2,,,,,,,0,,75,63
12235,note_on,,,,,3,0,2,,,,,,,0,,75,0
12240,note_on,,,,,10,0,3,,,,,,,1,,60,0
12240,note_on,,,,,0,0,3,,,,,,,1,,44,55
12240,control_change,,,,,32,0,5,,,,,64,127,1,,,
12240,set_tempo,,,,,24,1,0,,1395348,,,,,,,,
12240,control_change,,,,,32,0,4,,,,,64,127,0,,,
12240,note_on,,,,,5,0,2,,,,,,,0,,66,60
12243,note_on,,,,,3,0,2,,,,,,,0,,66,0
12248,note_on,,,,,5,0,2,,,,,,,0,,70,55
12251,note_on,,,,,3,0,2,,,,,,,0,,70,0
12252,note_on,,,,,12,0,3,,,,,,,1,,51,43
12254,note_on,,,,,2,0,3,,,,,,,1,,44,0
12256,control_change,,,,,16,0,5,,,,,64,0,1,,,
12256,control_change,,,,,16,0,4,,,,,64,0,0,,,
12256,note_on,,,,,5,0,2,,,,,,,0,,68,57
12259,note_on,,,,,3,0,2,,,,,,,0,,68,0
12264,note_on,,,,,5,0,2,,,,,,,0,,66,59
12264,note_on,,,,,10,0,3,,,,,,,1,,54,38
12264,set_tempo,,,,,24,1,0,,1463414,,,,,,,,
12266,note_on,,,,,2,0,3,,,,,,,1,,51,0
12267,note_on,,,,,3,0,2,,,,,,,0,,66,0
12272,note_on,,,,,5,0,2,,,,,,,0,,65,53
12272,set_tempo,,,,,8,1,0,,1621621,,,,,,,,
12275,note_on,,,,,3,0,2,,,,,,,0,,65,0
12276,note_on,,,,,10,0,3,,,,,,,1,,60,30
12278,note_on,,,,,2,0,3,,,,,,,1,,54,0
12279,note_on,,,,,4,0,2,,,,,,,0,,63,50
12280,set_tempo,,,,,8,1,0,,2000000,,,,,,,,
12282,note_on,,,,,3,0,2,,,,,,,0,,63,0
12284,note_on,,,,,2,0,2,,,,,,,0,,53,50
12286,note_on,,,,,2,0,2,,,,,,,0,,56,54
12288,control_change,,,,,32,0,4,,,,,64,0,0,,,
12288,note_on,,,,,2,0,2,,,,,,,0,,53,0
12288,note_on,,,,,10,0,3,,,,,,,1,,60,0
12288,note_on,,,,,0,0,3,,,,,,,1,,49,35
12288,note_on,,,,,0,0,3,,,,,,,1,,37,50
12288,note_on,,,,,0,0,2,,,,,,,0,,61,60
12288,control_change,,,,,32,0,5,,,,,64,127,1,,,
12288,set_tempo,,,,,8,1,0,,1200000,,,,,,,,
12290,control_change,,,,,2,0,5,,,,,64,0,1,,,
12290,note_on,,,,,2,0,2,,,,,,,0,,56,0
12292,control_change,,,,,4,0,4,,,,,64,127,0,,,
12292,control_change,,,,,2,0,5,,,,,64,127,1,,,
12312,note_on,,,,,0,0,3,,,,,,,1,,49,0
12312,note_on,,,,,24,0,3,,,,,,,1,,37,0
12312,note_on,,,,,0,0,3,,,,,,,1,,56,43
